,cashtag,conversation_parent,conversation_replies,created_at,liked_by_self,official_account,sentiment,sentiment score,source,spans,text,total_likes,clean_text,base_text,POS_VB,POS_VBD,POS_VBG,POS_VBN,POS_VBP,POS_VBZ,POS_VM,=+num,=-num,num%,=+num%,=-num%,$num,word_num,ordinal_num,num-num,num-num%,num-num-num,num/num,num/num/num,only_number,call_+num%,call_-num%,put_+num%,put_-num%,bull,bear,number_of_!,number_of_?,number_of_$,continous_!,continous_?,AFINN_sum_score,AFINN_max_score,AFINN_min_score,AFINN_pos_ratio,AFINN_neg_ratio,BingLiu_pos_ratio,BingLiu_neg_ratio,General_Inquirer_pos_ratio,General_Inquirer_neg_ratio,NRC_Hashtag_sum_score,NRC_Hashtag_max_score,NRC_Hashtag_min_score,NRC_Hashtag_pos_ratio,NRC_Hashtag_neg_ratio,SentiWordNet_sum_score,SentiWordNet_max_score,SentiWordNet_min_score,SentiWordNet_pos_ratio,SentiWordNet_neg_ratio,Avg_TFIDF_1-grams,Avg_TFIDF_2-grams,Avg_TFIDF_3-grams,Avg_TFIDF_4-grams,caps_word,hashtags
38,$MNKD,,0,"[3pm,24pm)",0,0,,0.328,stocktwits,['sold my 81 calls'],"$MNKD Morgan will weight this stock as oversold, strong buy within a month",0,$MNKD Morgan will weight this stock as oversold strong buy within a month,$MNKD morgan will weight thi stock a oversold strong buy within a month,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0,0.076923077,0,0.076923077,0,0,0,-0.463704934,0.112033769,-0.201439347,0.153846154,0.692307692,1,0.5,0,0.333333333,0,5.427637087,7.450984563,7.589613999,7.589613999,0,0
39,$HOV,,0,"[3pm,24pm)",0,0,Bullish,-0.16,stocktwits,['Short Percent of Float 16.80%'],$HOV QQ in case you have not noticed...Short Percent of Float 16.80%,0,$HOV QQ in case you have not noticed hort Percent of Float 80 %,$HOV QQ in case you have not notic hort percent of float 80 %,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.513805273,0.080617258,-0.162826102,0.071428571,0.714285714,-0.375,0.25,-0.625,0.166666667,0.166666667,5.350751246,7.520299281,7.589613999,7.589613999,1,0
40,$FB,,0,"[3pm,24pm)",0,0,,-0.373,stocktwits,[''],"&quot;@gwenn_caliente: $FB what happened to all those shorting from $26 neg pumpers....oh, you&#39;re still here.",0,$FB what happened to all those shorting from $26 neg pumpers oh you are still here .,$FB what happen to all those short from $26 neg pumper oh you are still here .,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.776555256,0.120476092,-0.152446197,0.058823529,0.764705882,-0.625,0.125,-0.625,0.2,0.4,5.238828258,7.279628919,7.55582524,7.589613999,0,0
41,$FXP,,0,"[3pm,24pm)",0,0,,0.5,stocktwits,['Add to $FXP $SKF positions'],Add to $FXP $SKF positions as posted earlier. (Exit $XLY),0,Add to $FXP $SKF positions as posted earlier (Exit XLY ),add to $FXP $SKF posit a post earlier (exit xli ),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.165594077,0.111895371,-0.099024289,0.181818182,0.454545455,0.5,0.5,0,0.25,0,5.776213163,7.143051452,7.184148891,7.184148891,1,0
42,$C,0,0.116666667,"[3pm,24pm)",0,0,,-0.221,stocktwits,['ure wish bad news came out just a few days earlier'],@joekidd lost 600 in like 3 days for my $C investment. Sure wish bad news came out just a few days earlier. Think I&#39;ll go over to Russia!,0,lost 600 in like 3 days for my $C investment Sure wish bad news came out just a few days earlier Think I will go over to Russia !,lost 600 in like 3 day for my $C invest sure wish bad news came out just a few day earlier think I will go over to russia !,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.6,0.4,-0.6,0.068965517,0.068965517,0.034482759,0.068965517,0,0,-1.409867829,0.039928033,-0.150508615,0.103448276,0.862068966,-1.625,0,-0.625,0,0.266666667,5.443097932,7.471309922,7.589613999,7.589613999,0,0
43,$SHLD,,0,"[0am,9am)",0,0,Bullish,0.274,stocktwits,"['added', 'increase of 16.7%']","$SHLD I was wrong, Berkowitz didn&#39;t add 2.7M shares.  He added 3.47M in Q4 2013 (from 20,758,000 to 24,226,073)… an increase of 16.7%!",0,"$SHLD I was wrong Berkowitz did not add 2.7M shares He added 3.47M in Q4 2013 (from 20,758,0 to 24,26,073)… an increase of 7 %!","$SHLD I wa wrong berkowitz did not add 2.7m share He ad 3.47m in Q4 2013 (from 20,758,0 to 24,26,073)… an increas of 7 %!",1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.11E-16,0.2,-0.4,0.08,0.04,0,0.04,0,0,-0.854750536,0.075219708,-0.147602242,0.12,0.52,-1.125,0.125,-0.625,0.125,0.25,5.141486868,7.442207343,7.589613999,7.589613999,0,0
44,$SPY,0,0.05,"[3pm,24pm)",0,0,,-0.159,stocktwits,"['mkt fell on debt downgrade', 'due to slow growth']",@Stef540 Last year  mkt fell on debt downgrade in early Aug. S&amp;P500 corrected 10% before the DG which was due to slow growth $SPY,0,Last year mkt fell on debt downgrade in early august S&P50 corrected 10% before the DG which was due to slow growth $SPY,last year mkt fell on debt downgrad in earli august s&p50 correct 10% befor the DG which wa due to slow growth $SPY,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.11E-16,0.4,-0.4,0.043478261,0.043478261,0,0.173913043,0,0,-1.313957512,0.052799114,-0.340530067,0.217391304,0.739130435,0.125,0.25,-0.25,0.153846154,0.076923077,5.471876867,7.37966747,7.589613999,7.589613999,1,0
45,$FCX,,0,"[9am,3pm)",0,0,,0.339,stocktwits,['$FCX +3.53%'],"$CAT +5.10%, $RIO +4.54%, $FCX +3.53%, $FXI +2.93%, $BHP +3.04%, $YHOO +2.61%, $X +2.27%, $SLW +1.68%, $HAL +1.49%, $MCP +1.56% $NFLX +1.42%",0,$CAT +5.10% $RIO +4.54% $FCX +3.53% $FXI +2.93% $BHP +3.04% $YHOO +2.61% $X +2.27% $SLW +1.68% $HAL +1.49% $MCP +1.56% $NFLX 42 %,$CAT +5.10% $RIO +4.54% $FCX +3.53% $FXI +2.93% $BHP +3.04% $YHOO +2.61% $X +2.27% $SLW +1.68% $HAL +1.49% $MCP +1.56% $NFLX 42 %,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,-0.237492215,0,-0.162826102,0,0.086956522,0,,,0,0,,,,,0,0
46,$BWLD,,0,"[0am,9am)",0,0,,-0.136,stocktwits,"['been very frustrating', 'green bar gets followed immediately by 1-3 weeks of consolidation']",$BWLD been very frustrating.  Every tall green bar gets followed immediately by 1-3 weeks of consolidation.,0,$BWLD been very frustrating Every tall green bar gets followed immediately by 1-3 weeks of consolidation .,$BWLD been veri frustrat everi tall green bar get follow immedi by 1-3 week of consolid .,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4,0,-0.4,0,0.058823529,0,0.058823529,0,0,-0.243858557,0.109265795,-0.152584596,0.294117647,0.529411765,-0.625,0.125,-0.375,0.181818182,0.272727273,6.094442271,7.536294985,7.589613999,7.589613999,0,0
47,$NEON,,0,"[3pm,24pm)",0,0,,0.132,stocktwits,['need to break $4 again'],$NEON need to break $4 again,0,$NEON need to break $4 again,$NEON need to break $4 again,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.166666667,0,0,-0.387724033,0,-0.137222338,0,0.833333333,0.125,0.125,0,0.333333333,0,4.776623195,6.655160539,7.589613999,7.589613999,0,0
48,$AFSI,,0,"[3pm,24pm)",0,0,,-0.516,stocktwits,['Stochastic Overbought'],End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,0,End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB _url,end Of day scan: stochast overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.030101723,0.073420525,-0.022074597,0.058823529,0.117647059,0,0,0,0,0,4.297301999,5.400186983,5.481971836,5.554535114,0,0
49,$RDEN,,0,"[3pm,24pm)",0,1,,0,stocktwits,['Very tight price'],$RDEN  Very tight price for 3 consecutive weeks.,0.166666667,$RDEN Very tight price for 3 consecutive weeks .,$RDEN veri tight price for 3 consecut week .,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.310151547,0,-0.094041935,0,0.888888889,-0.375,0,-0.375,0,0.2,5.505743519,7.450984563,7.589613999,7.589613999,0,0
50,$SWKS,,0,"[3pm,24pm)",0,0,,-0.339,stocktwits,['new squeeze plays'],new squeeze plays #stocks http://stks.co/t0nzL $XRS $SWKS $PCRX,0,new squeeze plays #stocks _url $XRS $SWKS $PCRX,new squeez play #stock _url $XRS $SWKS $PCRX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.046847969,0.053075912,-0.017230641,0.25,0.125,0.375,0.375,0,0.333333333,0,4.695207967,6.896466818,6.896466818,6.896466818,0,1
51,$CRM,1,0.016666667,"[9am,3pm)",0,0,,-0.344,stocktwits,['$CRM Seems a little to high also'],Curious to know why $LNKD Is at 220 and $FB Is 74? LNKD is great but doesnt the potential side with Fb? And $CRM Seems a little to high also,0,Curious to know why $LNKD Is at 220 and $FB Is 74? LNKD is great but does not the potential side with Fb? And $CRM Seems a little to high also,curiou to know whi $LNKD Is at 220 and $FB Is 74? lnkd is great but doe not the potenti side with fb? and $CRM seem a littl to high also,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0.8,0.6,0,0.064516129,0,0.032258065,0,0,0,-0.709362674,0.176665975,-0.221230365,0.258064516,0.548387097,-1.125,0.125,-0.625,0.25,0.333333333,5.305901057,6.71541838,6.896466818,6.896466818,1,0
52,$RTN,,0,"[9am,3pm)",0,0,,0.498,stocktwits,['Moved Upper Bollinger Band'],Moved Upper Bollinger Band $RTN $SGMS $SHO $SMH $SWKS $TASR $TEL $TTWO $TXN $WPZ $XLNX http://stks.co/i1M5f,0,Moved Upper Bolinger Band $RTN $SGMS $SHO $SMH $SWKS $TASR $TEL $TTWO $TXN $WPZ $XLNX _url,move upper boling band $RTN $SGMS $SHO $SMH $SWKS $TASR $TEL $TTWO $TXN $WPZ $XLNX _url,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,-0.062902221,0.015708255,-0.073143727,0.0625,0.125,0.375,0.375,0,0.333333333,0,5.222680153,6.203319638,6.203319638,6.203319638,0,0
53,$AMRN,,0,"[9am,3pm)",0,0,Bullish,-0.54,stocktwits,['Currently it is the shorts rejoicing'],$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,0,$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing Currently it is the shorts rejoicing,$AMRN you can mani time find top and bottom when short start rejoic or bull start rejoic current it is the short rejoic,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.8,0.8,0,0.173913043,0,0.173913043,0,0,0,-0.83918068,0.025396166,-0.12393606,0.217391304,0.608695652,1.5,0.5,-0.125,0.285714286,0.071428571,6.818915245,7.684408092,7.589613999,7.589613999,0,0
54,$KEP,,0,"[0am,9am)",0,0,Bullish,0.413,stocktwits,['breaking out when the market pulls back'],$KEP breaking out when the market pulls back  http://stks.co/r0cet,0,$KEP breaking out when the market pulls back _url,$KEP break out when the market pull back _url,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.111111111,0,0,-0.166562868,0.026503356,-0.081309252,0.111111111,0.666666667,0.125,0.125,0,0.2,0,4.675860118,7.275724774,7.589613999,7.589613999,0,0
55,$IMUC,,0,"[9am,3pm)",0,0,Bullish,0.38,stocktwits,"[""Buy the dip'""]","Never told this before, but the situation is &quot;Buy the dip&quot;: $KNDI, $OPTT, $OMER, $DNDN, $MBLX, $MSTX, $IFON, $IMUC, $LF, $TGA",0.333333333,Never told this before but the situation is Buy the dip: $KNDI $OPTT $OMER $DNDN $MBLX $MSTX $IFON $IMUC $LF $TGA,never told thi befor but the situat is buy the dip: $KNDI $OPTT $OMER $DNDN $MBLX $MSTX $IFON $IMUC $LF $TGA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,-0.728946094,0.007681129,-0.201439347,0.047619048,0.428571429,0,0.5,-0.625,0.4,0.2,4.779819973,6.147917658,6.203319638,6.203319638,0,0
56,$FB,,0,"[3pm,24pm)",0,0,,0.158,stocktwits,['BlackBerry Messenger is second only to Facebook in user loyalty'],"BlackBerry Messenger is second only to Facebook in user loyalty, says new study: http://stks.co/b21mi $BBRY $BB.ca $FB",0.166666667,BlackBerry Messenger is 2nd only to Facebok in user loyalty says new study: _url $BBRY $BB a $FB,blackberri messeng is 2nd onli to facebok in user loyalti say new study: _url $BBRY $BB a $FB,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.6,0.6,0,0.055555556,0,0.055555556,0,0,0,-0.66625147,0.053075912,-0.190921044,0.111111111,0.555555556,0.75,0.375,0,0.375,0,5.144937068,7.184148891,7.184148891,7.184148891,0,0
57,$BOBE,,0,"[9am,3pm)",0,0,Bearish,-0.512,stocktwits,['down $2.84 premarket'],$BOBE down $2.84  premarket,0,$BOBE down $2.84 supermarket,$BOBE down $2.84 supermarket,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-0.059096256,0,-0.031624109,0,0.5,-0.125,0,-0.125,0,0.5,5.534177067,7.589613999,,,0,0
58,$NUGT,,0,"[3pm,24pm)",0,0,,0.511,stocktwits,['Buying on Weakness'],&quot;@DrCooper: $GDX $NUGT $DUST Buying on Weakness (06/30/2015)&quot;,0,$GDX $NUGT $DUST Buying on Weakness 2015 ),$GDX $NUGT $DUST buy on weak 2015 ),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,-0.4,0,-0.4,0,0.125,0,0.125,0,0,-0.033561691,0.111895371,-0.116739326,0.25,0.375,-0.375,0,-0.375,0,0.5,4.691781774,6.896466818,6.896466818,,0,0
59,$SFUN,,0,"[3pm,24pm)",0,0,,0.274,stocktwits,['Quality Stocks With High Cash Returns'],"Quality Stocks With High Cash Returns: http://stks.co/b1eOk $DTV
$STX $SFUN $PPC $ELN",0,Quality Stocks With High Cash Returns: _url $DTV $STX $SFUN $PPC $ELN,qualiti stock with high cash returns: _url $DTV $STX $SFUN $PPC $ELN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,-0.056259082,0.034530482,-0.107466611,0.25,0.166666667,0.5,0.375,0,0.5,0,4.689261074,6.972730337,7.184148891,7.184148891,0,0
60,$CREE,1,0,"[0am,9am)",0,1,,0.054,stocktwits,['LED light bulb prices rise in Japan'],"$CREE $VECO $RBCN $LEDS March LED light bulb prices rise in Japan, fall in other markets http://stks.co/dQHT",0,$CREE $VECO $RBCN $LEDS March LED light bulb prices rise in Japan fall in other markets _url,$CREE $VECO $RBCN $LEDS march led light bulb price rise in japan fall in other market _url,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.058823529,0.058823529,0,0,-0.024911771,0.138883122,-0.147048647,0.352941176,0.352941176,-0.375,0.25,-0.625,0.1,0.1,5.731579839,6.825487468,6.896466818,6.896466818,1,0
61,$AAPL,,0,"[0am,9am)",0,0,,-0.31,stocktwits,['highest down volume in last 10 days'],$AAPL http://stks.co/3dac Would need to clear $587.00 tomorrow on 38 million shares the highest down volume in last 10 days,0,$AAPL _url Would need to clear $587.00 tomorrow on 38 million shares the highest down volume in last 10 days,$AAPL _url would need to clear $587.00 tomorrow on 38 million share the highest down volum in last 10 day,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0.4,0.2,0,0.1,0,0.05,0,0,0,-0.67068023,0.052522317,-0.124628053,0.15,0.75,-0.375,0,-0.25,0,0.222222222,4.57452891,7.443132361,7.589613999,7.589613999,0,0
62,$QQQ,,0,"[3pm,24pm)",0,0,,-0.146,stocktwits,"['After weeks of steady gains,advances in mkt breadth slowe']","RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",0,RT Breadth Consolidates: After weeks of steady gains dvances in mkt breadth slowe _url $QQQ,RT breadth consolidates: after week of steadi gain dvanc in mkt breadth slow _url $QQQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0,0.066666667,0,0.133333333,0,0,0,-0.515950453,0,-0.178188361,0,0.533333333,-0.25,0.125,-0.5,0.4,0.2,6.206760994,7.536294985,7.589613999,7.589613999,1,0
63,$CELG,,0,"[0am,9am)",0,0,,0.386,stocktwits,['I will buy aggressively if pulls back'],"given the broad market environment, I do not expect this $CELG trade to work flawlessly. I will buy aggressively if pulls back and 62 holds",0,given the broad market environment I do not expect this $CELG trade to work flawlessly I will buy aggressively if pulls back and 62 holds,given the broad market environ I do not expect thi $CELG trade to work flawlessli I will buy aggress if pull back and 62 hold,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.08,0,0,0,-1.039374438,0.216386409,-0.201439347,0.24,0.72,0.25,0.5,-0.625,0.2,0.133333333,5.227127811,7.279957546,7.553132568,7.589613999,0,0
64,$AMRN,1,0.016666667,"[3pm,24pm)",0,0,,-0.373,stocktwits,['gets 26 patents and goes down'],"$AMRN gets 26 patents and goes down $10, $NEPT gets a patent and goes up .20 today.",0,$AMRN gets 26 patents and goes down $10 $NEPT gets a patent and goes up .20 today .,$AMRN get 26 patent and go down $10 $NEPT get a patent and go up .20 today .,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,-0.37499135,0.176665975,-0.127396028,0.222222222,0.611111111,0.25,0.125,-0.125,0.333333333,0.111111111,7.045217063,7.925629254,7.184148891,7.184148891,0,0
65,$GDX,,0,"[3pm,24pm)",0,0,,0.511,stocktwits,['Buying on Weakness'],&quot;@DrCooper: $GDX $NUGT $DUST Buying on Weakness (06/30/2015)&quot;,0,$GDX $NUGT $DUST Buying on Weakness 2015 ),$GDX $NUGT $DUST buy on weak 2015 ),0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,-0.4,0,-0.4,0,0.125,0,0.125,0,0,-0.033561691,0.111895371,-0.116739326,0.25,0.375,-0.375,0,-0.375,0,0.5,4.691781774,6.896466818,6.896466818,,0,0
66,$LEDS,1,0,"[0am,9am)",0,1,,0.054,stocktwits,['LED light bulb prices rise in Japan'],"$CREE $VECO $RBCN $LEDS March LED light bulb prices rise in Japan, fall in other markets http://stks.co/dQHT",0,$CREE $VECO $RBCN $LEDS March LED light bulb prices rise in Japan fall in other markets _url,$CREE $VECO $RBCN $LEDS march led light bulb price rise in japan fall in other market _url,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.058823529,0.058823529,0,0,-0.024911771,0.138883122,-0.147048647,0.352941176,0.352941176,-0.375,0.25,-0.625,0.1,0.1,5.731579839,6.825487468,6.896466818,6.896466818,1,0
67,$LCI,,0,"[3pm,24pm)",0,0,Bullish,0.203,stocktwits,"['is a later riser,', 'Positive catalyst?']","$LCI is a later riser, just like the last few days.  Jan. 14 Healthcare Conference presentation.  Positive catalyst?",0,$LCI is a later riser just like the last few days january 14 Healthcare Conference presentation Positive catalyst ?,$LCI is a later riser just like the last few day januari 14 healthcar confer present posit catalyst ?,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.8,0.4,0,0.105263158,0,0.105263158,0,0,0,-0.402671095,0.184693101,-0.307175974,0.210526316,0.684210526,0.125,0.25,-0.25,0.166666667,0.083333333,5.72950177,7.290759948,7.536294985,7.589613999,0,0
68,$NQ,1,0.016666667,"[3pm,24pm)",0,0,,0.316,stocktwits,['Could that have been a strategy to exit shorts before the big pop?'],$NQ  Could that have been a strategy to exit shorts before the big pop?,0,$NQ Could that have been a strategy to exit shorts before the big pop ?,$NQ could that have been a strategi to exit short befor the big pop ?,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.2,0.2,0,0.066666667,0,0,0,0,0,-0.633589371,0.007681129,-0.137775932,0.066666667,0.866666667,0.625,0.25,0,0.571428571,0,4.907809112,7.115652532,7.589613999,7.589613999,0,0
69,$SCTY,,0,"[9am,3pm)",0,0,Bullish,0.304,stocktwits,['Look for strong solar rebound today!'],$SCTY Goldman Suks can&#39;t bring this one day today.  Look for strong solar rebound today!,0,$SCTY Goldman Suks can not bring this one day today Look for strong solar rebound today !,$SCTY goldman suk can not bring thi one day today look for strong solar rebound today !,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.4,0.4,0,0.058823529,0,0.058823529,0,0,0,-0.533250294,0.073420525,-0.141927894,0.235294118,0.588235294,0.125,0.5,-0.625,0.3,0.1,5.440240282,7.303375914,7.589613999,7.589613999,0,0
70,$SPY,,0,"[9am,3pm)",0,0,,0.428,stocktwits,['Long'],$SPY Long 1/2 position 137.89,0,$SPY Long 1/2 position 137.89,$SPY long 1/2 posit 137.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.086776002,0.034253685,-0.071206145,0.4,0.4,0,0,0,0,0,4.694251797,6.896466818,,,0,0
71,$ARNA,0,0.1,"[3pm,24pm)",0,0,,0.272,stocktwits,['patience pays off'],@crt6978 @kryptyk $SRPT if you learn anything about biotech investing is patience pays off $ARNA $INO $RXII,0,$SRPT if you learn anything about biotech investing is patience pays off $ARNA $INO $RXII,$SRPT if you learn anyth about biotech invest is patienc pay off $ARNA $INO $RXII,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.066666667,0,0,0,-0.478997993,0.232717459,-0.11632413,0.066666667,0.6,0.125,0.125,0,0.2,0,5.634771179,7.070650898,7.184148891,7.184148891,0,0
72,$SKS,,0,"[0am,9am)",0,1,,0.315,stocktwits,"['sales numbers still holding up so well', 'igh end might not be a concern after all.']",Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,0,Surprising to see $JWN and $SKS sales numbers still holding up so well I guess the high end might not be a concern after all .,surpris to see $JWN and $SKS sale number still hold up so well I guess the high end might not be a concern after all .,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.038461538,0.038461538,0,0,-1.200747353,0.015569857,-0.128503218,0.076923077,0.846153846,-0.25,0.375,-0.625,0.333333333,0.266666667,4.745872401,6.929695461,7.184148891,7.184148891,0,0
73,$SPY,,0,"[3pm,24pm)",0,0,,-0.054,stocktwits,['I just feel the people who are buying are the same ones with their finger on the sell button'],$SPY I just feel the people who are buying are the same ones with their finger on the sell button,0,$SPY I just feel the people who are buying are the same ones with their finger on the sell button,$SPY I just feel the peopl who are buy are the same one with their finger on the sell button,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.484603142,0.013217078,-0.178188361,0.1,0.9,0.125,0.125,-0.125,0.181818182,0.090909091,5.88369967,7.273651381,7.56427243,7.589613999,0,0
74,$AAPL,,0,"[3pm,24pm)",0,0,,0.226,stocktwits,['gap filled'],$AAPL 8/17 gap filled,0,$AAPL 8/17 gap filled,$AAPL 8/17 gap fill,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.107328213,0.015016262,-0.071206145,0.25,0.5,0.125,0.125,0,0.5,0,6.270085334,7.589613999,,,0,0
75,$BUND,,0,"[0am,9am)",0,0,,-0.331,stocktwits,['debt crisis entered a dangerous new phase'],Has the European debt crisis entered a dangerous new phase http://stks.co/1GOg $FXE $EWG $EPV $EUO $BUND $BUNL,0,Has the European debt crisis entered a dangerous new phase _url $FXE $EWG $EPV $EUO $BUND $BUNL,ha the european debt crisi enter a danger new phase _url $FXE $EWG $EPV $EUO $BUND $BUNL,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-1,0,-0.6,0,0.117647059,0,0.176470588,0,0,-0.508200125,0.053075912,-0.210573663,0.117647059,0.470588235,-0.25,0.375,-0.75,0.25,0.25,5.162746118,6.632807366,6.673323267,6.673323267,0,0
76,$TYC,,0,"[3pm,24pm)",0,0,,0.469,stocktwits,"['just about to break out to new highs', 'lots of technicals looking great right now']","$TYC just about to break out to new highs, lots of technicals looking great right now.",0,$TYC just about to break out to new highs lots of technicals looking great right now .,$TYC just about to break out to new high lot of technic look great right now .,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0.6,0,0.058823529,0,0.117647059,0.058823529,0,0,0.000899592,0.159366134,-0.088644384,0.235294118,0.647058824,1.125,0.375,0,0.416666667,0,4.954635665,6.981073615,7.493247617,7.589613999,0,0
