,index,cashtag,conversation_parent,conversation_replies,created_at,liked_by_self,official_account,sentiment,sentiment score,source,spans,text,total_likes,clean_text,base_text,POS_VB,POS_VBD,POS_VBG,POS_VBN,POS_VBP,POS_VBZ,POS_VM,+num,-num,num%,+num%,-num%,$num,word_num,ordinal_num,num-num,num-num%,num-num-num,num/num,num/num/num,only_number,call_+num%,call_-num%,put_+num%,put_-num%,bull,bear,number_of_!,number_of_?,number_of_$,continous_!,continous_?,AFINN_sum_score,AFINN_max_score,AFINN_min_score,AFINN_pos_ratio,AFINN_neg_ratio,BingLiu_pos_ratio,BingLiu_neg_ratio,General_Inquirer_pos_ratio,General_Inquirer_neg_ratio,NRC_Hashtag_sum_score,NRC_Hashtag_max_score,NRC_Hashtag_min_score,NRC_Hashtag_pos_ratio,NRC_Hashtag_neg_ratio,SentiWordNet_sum_score,SentiWordNet_max_score,SentiWordNet_min_score,SentiWordNet_pos_ratio,SentiWordNet_neg_ratio,Avg_TFIDF_1-grams,Avg_rf_1-grams,Avg_TFIDF_2-grams,Avg_rf_2-grams,Avg_TFIDF_3-grams,Avg_rf_3-grams,Avg_TFIDF_4-grams,Avg_rf_4-grams,W2V_50_Means,GloVe40_Means
29,30,$BIDU,,0.0,"[3pm,24pm)",0.0,0.0,,-0.221,stocktwits,['Out $BIDU for now'],Out $BIDU for now.  Clearing some cash.  Will look for re-entry next week.,0.0,Out $BIDU for now Clearing some cash Will look for re-entry next week .,out $BIDU for now clear some cash will look for re-entri next week .,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4745692339630485,0.0,-0.10746661130717605,0.0,0.8571428571428571,0.125,0.125,0.0,0.14285714285714285,0.0,5.2955582383769135,1.4653053845737758,7.228788112917742,1.2603701931435185,7.55275353467218,1.0986122886681096,7.589613999045649,1.0986122886681098,23,9
30,31,$MAR,,0.0,"[3pm,24pm)",0.0,1.0,,0.40700000000000003,stocktwits,['Defying the Downturn'],"Steinerâ€™s Spas Sail With the Wealthy, Defying the Downturn http://stks.co/1UwM $STNR $MAR $M $JWN",0.0,Steinerâ€™s Spas Sail With the Wealthy Defying the Downturn _url $STNR $MAR $M $JWN,steinerâ€™ spa sail with the wealthi defi the downturn _url $STNR $MAR $M $JWN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.3999999999999999,0.3999999999999999,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,-0.05238391806795428,0.12047609161995698,-0.11355615528337148,0.21428571428571427,0.2857142857142857,0.5,0.5,0.0,0.3333333333333333,0.0,5.9115569941541874,1.5346102773257382,6.99815150942952,1.3862943611198906,7.184148890937483,1.3862943611198906,7.184148890937484,1.3862943611198906,35,3
31,32,$PSDV,,0.0,"[3pm,24pm)",0.0,0.0,,-0.29100000000000004,stocktwits,['but man this is one to be careful with'],"$PSDV someone may have pointed this out earlier, think i recall a post, but man this is one to be careful with",0.0,$PSDV someone may have pointed this out earlier think i recall a post but man this is one to be careful with,$PSDV someon may have point thi out earlier think i recal a post but man thi is one to be care with,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3999999999999999,0.3999999999999999,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,-1.2352778354439151,0.013217078402878668,-0.13805272991488482,0.045454545454545456,0.9090909090909091,1.0,0.5,0.0,0.3333333333333333,0.0,5.200986230183898,1.4506994039259549,7.287619386295615,1.1974643414030819,7.589613999045647,1.0986122886681098,7.589613999045648,1.0986122886681098,23,6
32,33,$NG,1.0,0.05,"[3pm,24pm)",0.0,0.0,Bearish,0.165,stocktwits,"['just follow the trend, follow the money flow']","$ung $dgaz $ugaz $ng    dont listen to news, don&#39;t look at other twits… just follow the trend, follow the money flow http://stks.co/h1U8w",0.3333333333333333,$ung $dgaz $ugaz $ng don listen to news do not look at other twits… just follow the trend follow the money flow _url,$ung $dgaz $ugaz $ng don listen to news do not look at other twits… just follow the trend follow the money flow _url,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.140474707632691,0.033976887412635826,-0.21029686526883962,0.08695652173913043,0.6521739130434783,-1.25,0.0,-0.625,0.0,0.15384615384615385,5.395297369620374,1.7391257917581078,7.047033626844895,1.804429196826588,6.872615929773458,1.6195668878115421,6.8964668184857025,1.6094379124341003,23,6
33,34,$DANG,,0.0,"[9am,3pm)",0.0,0.0,,0.22399999999999998,stocktwits,['tapping on 10.00'],$DANG tapping on 10.00,0.0,$DANG tapping on 10.00,$DANG tap on 10.00,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05660507923327107,0.0,-0.03162410905819668,0.0,0.5,0.0,0.0,0.0,0.0,0.0,5.255541506470908,1.22657897573671,7.589613999045648,1.0986122886681098,,,,,26,35
34,35,$GTAT,,0.0,"[3pm,24pm)",0.0,0.0,Bearish,-0.46,stocktwits,['Will re-enter short on bounce..'],$GTAT Will re-enter short on bounce...,0.0,$GTAT Will re-enter short on bounce bounce ...,$GTAT will re-ent short on bounc bounc .,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12843401840703095,0.0010379904504878024,-0.04989274098678298,0.25,0.5,0.25,0.125,0.0,0.5,0.0,6.111724556606725,1.6349063046706949,7.52203648102762,1.1465593007434067,7.589613999045648,1.0986122886681098,7.589613999045648,1.0986122886681098,44,33
35,36,$XRS,1.0,0.016666666666666666,"[3pm,24pm)",0.0,0.0,,0.44799999999999995,stocktwits,['Found some good bull setups this week'],Found some good bull setups this week: $REGN $XRS $SNCR $TJX $NTES $ABC $ECHO $AMAG $HAWK $PANW $TAM $AGN --&gt; Let&#39;s see if mkt helps out,0.16666666666666666,Found some good bull setups this week: $REGN $XRS $SNCR $TJX $NTES $ABC $ECHO $AMAG $HAWK $PANW $TAM $AGN --> let us see if mkt helps out,found some good bull setup thi week: $REGN $XRS $SNCR $TJX $NTES $ABC $ECHO $AMAG $HAWK $PANW $TAM $AGN --> let u see if mkt help out,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,1.0,0.6000000000000001,0.0,0.07407407407407407,0.0,0.037037037037037035,0.0,0.0,0.0,-0.5105529029132939,0.046294374091758295,-0.12739602795654292,0.1111111111111111,0.3333333333333333,0.75,0.75,0.0,0.14285714285714285,0.0,4.9861764264369794,1.675958429116002,6.329633196504612,2.0095213164842165,6.435587018411433,1.9836183287909477,6.4769880122114225,1.9570377651073565,27,36
36,37,$RIMM,,0.0,"[3pm,24pm)",0.0,0.0,,-0.5589999999999999,stocktwits,['all going down'],$RIMM $spx $nya $compq $djia all going down,0.0,$RIMM $spx $nya $compq $djia all going down,$RIMM $spx $nya $compq $djia all go down,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09196595391322415,0.0,-0.03383848868590411,0.0,0.375,-0.125,0.0,-0.125,0.0,0.5,4.436556944703525,1.356930531892959,6.673323267171493,1.791759469228055,6.673323267171493,1.791759469228055,,,26,21
37,38,$UVXY,,0.0,"[3pm,24pm)",0.0,0.0,,-0.131,stocktwits,['so volatile!'],$UVXY so volatile! yowza :P,0.0,$UVXY so volatile! yowza :P,$UVXY so volatile! yowza :P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04394159573731937,0.0,-0.04394159573731937,0.0,0.2,0.0,0.0,0.0,0.0,0.0,6.655160538743469,1.2178433066906873,7.589613999045648,1.0986122886681098,7.589613999045648,1.0986122886681098,,1.0986122886681098,26,21
38,39,$MNKD,,0.0,"[3pm,24pm)",0.0,0.0,,0.32799999999999996,stocktwits,['sold my 81 calls'],"$MNKD Morgan will weight this stock as oversold, strong buy within a month",0.0,$MNKD Morgan will weight this stock as oversold strong buy within a month,$MNKD morgan will weight thi stock a oversold strong buy within a month,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3999999999999999,0.3999999999999999,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,-0.46370493391460876,0.11203376928932252,-0.2014393467580099,0.15384615384615385,0.6923076923076923,1.0,0.5,0.0,0.3333333333333333,0.0,5.427637086742356,1.4944942524959712,7.45098456293366,1.1140273566508356,7.589613999045649,1.0986122886681098,7.589613999045648,1.0986122886681098,4,4
39,40,$HOV,,0.0,"[3pm,24pm)",0.0,0.0,Bullish,-0.16,stocktwits,['Short Percent of Float 16.80%'],$HOV QQ in case you have not noticed...Short Percent of Float 16.80%,0.0,$HOV QQ in case you have not noticed hort Percent of Float 80 %,$HOV QQ in case you have not notic hort percent of float 80 %,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5138052729914893,0.08061725832122346,-0.1628261019998617,0.07142857142857142,0.7142857142857143,-0.375,0.25,-0.625,0.16666666666666666,0.16666666666666666,5.350751245632924,1.3628725647746254,7.520299280989654,1.1273804959132878,7.589613999045649,1.0986122886681098,7.589613999045648,1.0986122886681098,35,38
40,41,$FB,,0.0,"[3pm,24pm)",0.0,0.0,,-0.373,stocktwits,[''],"&quot;@gwenn_caliente: $FB what happened to all those shorting from $26 neg pumpers....oh, you&#39;re still here.",0.0,$FB what happened to all those shorting from $26 neg pumpers oh you are still here .,$FB what happen to all those short from $26 neg pumper oh you are still here .,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7765552556916486,0.12047609161995698,-0.15244619749498312,0.058823529411764705,0.7647058823529411,-0.625,0.125,-0.625,0.2,0.4,5.238828258145923,1.3275554633780131,7.279628918962223,1.2183194731231317,7.5558252400366355,1.122585794705758,7.58961399904565,1.0986122886681096,6,6
41,42,$FXP,,0.0,"[3pm,24pm)",0.0,0.0,,0.5,stocktwits,['Add to $FXP $SKF positions'],Add to $FXP $SKF positions as posted earlier. (Exit $XLY),0.0,Add to $FXP $SKF positions as posted earlier (Exit XLY ),add to $FXP $SKF posit a post earlier (exit xli ),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16559407653449654,0.11189537056259069,-0.09902428897654147,0.18181818181818182,0.45454545454545453,0.5,0.5,0.0,0.25,0.0,5.7762131632635345,1.3987060015581139,7.1430514520158015,1.4181720113076348,7.184148890937483,1.3862943611198906,7.184148890937483,1.3862943611198906,4,33
42,43,$C,0.0,0.11666666666666667,"[3pm,24pm)",0.0,0.0,,-0.221,stocktwits,['ure wish bad news came out just a few days earlier'],@joekidd lost 600 in like 3 days for my $C investment. Sure wish bad news came out just a few days earlier. Think I&#39;ll go over to Russia!,0.0,lost 600 in like 3 days for my $C investment Sure wish bad news came out just a few days earlier Think I will go over to Russia !,lost 600 in like 3 day for my $C invest sure wish bad news came out just a few day earlier think I will go over to russia !,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.6000000000000001,0.3999999999999999,-0.6,0.06896551724137931,0.06896551724137931,0.034482758620689655,0.06896551724137931,0.0,0.0,-1.4098678292159723,0.03992803266209943,-0.15050861532073911,0.10344827586206896,0.8620689655172413,-1.625,0.0,-0.625,0.0,0.26666666666666666,5.443097931703431,1.3186319379954443,7.471309922434539,1.1479845508803626,7.589613999045646,1.09861228866811,7.589613999045646,1.09861228866811,6,16
43,44,$SHLD,,0.0,"[0am,9am)",0.0,0.0,Bullish,0.27399999999999997,stocktwits,"['added', 'increase of 16.7%']","$SHLD I was wrong, Berkowitz didn&#39;t add 2.7M shares.  He added 3.47M in Q4 2013 (from 20,758,000 to 24,226,073)… an increase of 16.7%!",0.0,"$SHLD I was wrong Berkowitz did not add 2.7M shares He added 3.47M in Q4 2013 (from 20,758,0 to 24,26,073)… an increase of 7 %!","$SHLD I wa wrong berkowitz did not add 2.7m share He ad 3.47m in Q4 2013 (from 20,758,0 to 24,26,073)… an increas of 7 %!",1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-1.1102230246251565e-16,0.19999999999999996,-0.4,0.08,0.04,0.0,0.04,0.0,0.0,-0.854750536295067,0.07521970797868649,-0.1476022420593731,0.12,0.52,-1.125,0.125,-0.625,0.125,0.25,5.141486867951647,1.491129090135092,7.442207342994815,1.1177910934982285,7.58961399904565,1.0986122886681096,7.58961399904565,1.0986122886681096,6,16
44,45,$SPY,0.0,0.05,"[3pm,24pm)",0.0,0.0,,-0.159,stocktwits,"['mkt fell on debt downgrade', 'due to slow growth']",@Stef540 Last year  mkt fell on debt downgrade in early Aug. S&amp;P500 corrected 10% before the DG which was due to slow growth $SPY,0.0,Last year mkt fell on debt downgrade in early august S&P50 corrected 10% before the DG which was due to slow growth $SPY,last year mkt fell on debt downgrad in earli august s&p50 correct 10% befor the DG which wa due to slow growth $SPY,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1102230246251565e-16,0.3999999999999999,-0.4,0.043478260869565216,0.043478260869565216,0.0,0.17391304347826086,0.0,0.0,-1.3139575115908948,0.05279911424814898,-0.3405300671233825,0.21739130434782608,0.7391304347826086,0.125,0.25,-0.25,0.15384615384615385,0.07692307692307693,5.471876867285575,1.4496843624708038,7.379667470279108,1.120703926282062,7.589613999045647,1.09861228866811,7.589613999045647,1.09861228866811,35,4
45,46,$FCX,,0.0,"[9am,3pm)",0.0,0.0,,0.33899999999999997,stocktwits,['$FCX +3.53%'],"$CAT +5.10%, $RIO +4.54%, $FCX +3.53%, $FXI +2.93%, $BHP +3.04%, $YHOO +2.61%, $X +2.27%, $SLW +1.68%, $HAL +1.49%, $MCP +1.56% $NFLX +1.42%",0.0,$CAT +5.10% $RIO +4.54% $FCX +3.53% $FXI +2.93% $BHP +3.04% $YHOO +2.61% $X +2.27% $SLW +1.68% $HAL +1.49% $MCP +1.56% $NFLX 42 %,$CAT +5.10% $RIO +4.54% $FCX +3.53% $FXI +2.93% $BHP +3.04% $YHOO +2.61% $X +2.27% $SLW +1.68% $HAL +1.49% $MCP +1.56% $NFLX 42 %,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23749221507162144,0.0,-0.1628261019998617,0.0,0.08695652173913043,0.0,,,0.0,0.0,,,,,,,,,26,10
46,47,$BWLD,,0.0,"[0am,9am)",0.0,0.0,,-0.136,stocktwits,"['been very frustrating', 'green bar gets followed immediately by 1-3 weeks of consolidation']",$BWLD been very frustrating.  Every tall green bar gets followed immediately by 1-3 weeks of consolidation.,0.0,$BWLD been very frustrating Every tall green bar gets followed immediately by 1-3 weeks of consolidation .,$BWLD been veri frustrat everi tall green bar get follow immedi by 1-3 week of consolid .,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4,0.0,-0.4,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,-0.2438585565012813,0.10926579475468823,-0.15258459622171483,0.29411764705882354,0.5294117647058824,-0.625,0.125,-0.375,0.18181818181818182,0.2727272727272727,6.094442271027999,1.2875397135456021,7.536294985156423,1.1207416788567082,7.58961399904565,1.0986122886681096,7.58961399904565,1.0986122886681096,6,16
47,48,$NEON,,0.0,"[3pm,24pm)",0.0,0.0,,0.132,stocktwits,['need to break $4 again'],$NEON need to break $4 again,0.0,$NEON need to break $4 again,$NEON need to break $4 again,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,-0.387724032938897,0.0,-0.13722233755449453,0.0,0.8333333333333334,0.125,0.125,0.0,0.3333333333333333,0.0,4.77662319474119,1.4373221409061108,6.655160538743469,1.4255553730053518,7.589613999045648,1.0986122886681098,7.589613999045648,1.0986122886681098,26,21
48,49,$AFSI,,0.0,"[3pm,24pm)",0.0,0.0,,-0.516,stocktwits,['Stochastic Overbought'],End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,0.0,End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB _url,end Of day scan: stochast overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030101723064147712,0.07342052453117431,-0.0220745969137085,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,4.297301998693763,1.7371341977049963,5.400186982911624,2.067583278371178,5.481971836453977,2.1956766629173847,5.554535114005652,2.387816739736694,43,34
49,50,$RDEN,,0.0,"[3pm,24pm)",0.0,1.0,,0.0,stocktwits,['Very tight price'],$RDEN  Very tight price for 3 consecutive weeks.,0.16666666666666666,$RDEN Very tight price for 3 consecutive weeks .,$RDEN veri tight price for 3 consecut week .,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3101515466057717,0.0,-0.09404193481419987,0.0,0.8888888888888888,-0.375,0.0,-0.375,0.0,0.2,5.505743519353302,1.2092015157889726,7.450984562933658,0.6931471805599453,7.589613999045648,0.6931471805599453,7.589613999045649,0.6931471805599453,23,13
50,51,$SWKS,,0.0,"[3pm,24pm)",0.0,0.0,,-0.33899999999999997,stocktwits,['new squeeze plays'],new squeeze plays #stocks http://stks.co/t0nzL $XRS $SWKS $PCRX,0.0,new squeeze plays #stocks _url $XRS $SWKS $PCRX,new squeez play #stock _url $XRS $SWKS $PCRX,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04684796899868526,0.05307591170161241,-0.017230641478098385,0.25,0.125,0.375,0.375,0.0,0.3333333333333333,0.0,4.6952079666621085,1.376039820887783,6.8964668184857025,1.6094379124341003,6.8964668184857025,1.6094379124341003,6.8964668184857025,1.6094379124341003,47,39
51,52,$CRM,1.0,0.016666666666666666,"[9am,3pm)",0.0,0.0,,-0.344,stocktwits,['$CRM Seems a little to high also'],Curious to know why $LNKD Is at 220 and $FB Is 74? LNKD is great but doesnt the potential side with Fb? And $CRM Seems a little to high also,0.0,Curious to know why $LNKD Is at 220 and $FB Is 74? LNKD is great but does not the potential side with Fb? And $CRM Seems a little to high also,curiou to know whi $LNKD Is at 220 and $FB Is 74? lnkd is great but doe not the potenti side with fb? and $CRM seem a littl to high also,1,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0.8,0.6000000000000001,0.0,0.06451612903225806,0.0,0.03225806451612903,0.0,0.0,0.0,-0.7093626738634019,0.1766659746730328,-0.22123036468064494,0.25806451612903225,0.5483870967741935,-1.125,0.125,-0.625,0.25,0.3333333333333333,5.305901057264279,1.6663994220692013,6.715418379619517,1.438150637303808,6.896466818485701,1.3862943611198906,6.896466818485701,1.3862943611198906,6,6
52,53,$RTN,,0.0,"[9am,3pm)",0.0,0.0,,0.498,stocktwits,['Moved Upper Bollinger Band'],Moved Upper Bollinger Band $RTN $SGMS $SHO $SMH $SWKS $TASR $TEL $TTWO $TXN $WPZ $XLNX http://stks.co/i1M5f,0.0,Moved Upper Bolinger Band $RTN $SGMS $SHO $SMH $SWKS $TASR $TEL $TTWO $TXN $WPZ $XLNX _url,move upper boling band $RTN $SGMS $SHO $SMH $SWKS $TASR $TEL $TTWO $TXN $WPZ $XLNX _url,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06290222129956413,0.015708255484049527,-0.07314372707771088,0.0625,0.125,0.375,0.375,0.0,0.3333333333333333,0.0,5.222680152540837,2.0491035974371,6.203319637925757,2.1972245773362196,6.203319637925756,2.1972245773362196,6.203319637925757,2.1972245773362196,19,34
53,54,$AMRN,,0.0,"[9am,3pm)",0.0,0.0,Bullish,-0.54,stocktwits,['Currently it is the shorts rejoicing'],$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,0.0,$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing Currently it is the shorts rejoicing,$AMRN you can mani time find top and bottom when short start rejoic or bull start rejoic current it is the short rejoic,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.8,0.8,0.0,0.17391304347826086,0.0,0.17391304347826086,0.0,0.0,0.0,-0.8391806795377496,0.025396166355269534,-0.12393605978824995,0.21739130434782608,0.6086956521739131,1.5,0.5,-0.125,0.2857142857142857,0.07142857142857142,6.818915244566956,1.6332183965993796,7.684408092057794,1.2176373756719996,7.589613999045646,1.09861228866811,7.589613999045646,1.09861228866811,2,6
54,55,$KEP,,0.0,"[0am,9am)",0.0,0.0,Bullish,0.413,stocktwits,['breaking out when the market pulls back'],$KEP breaking out when the market pulls back  http://stks.co/r0cet,0.0,$KEP breaking out when the market pulls back _url,$KEP break out when the market pull back _url,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,-0.1665628676216182,0.02650335616912325,-0.08130925195488203,0.1111111111111111,0.6666666666666666,0.125,0.125,0.0,0.2,0.0,4.675860118269289,1.3953761407131364,7.275724773711902,1.2347063423888283,7.589613999045647,1.0986122886681098,7.589613999045648,1.0986122886681098,23,33
55,56,$IMUC,,0.0,"[9am,3pm)",0.0,0.0,Bullish,0.38,stocktwits,"[""Buy the dip'""]","Never told this before, but the situation is &quot;Buy the dip&quot;: $KNDI, $OPTT, $OMER, $DNDN, $MBLX, $MSTX, $IFON, $IMUC, $LF, $TGA",0.3333333333333333,Never told this before but the situation is Buy the dip: $KNDI $OPTT $OMER $DNDN $MBLX $MSTX $IFON $IMUC $LF $TGA,never told thi befor but the situat is buy the dip: $KNDI $OPTT $OMER $DNDN $MBLX $MSTX $IFON $IMUC $LF $TGA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7289460936959384,0.007681129333610093,-0.2014393467580099,0.047619047619047616,0.42857142857142855,0.0,0.5,-0.625,0.4,0.2,4.77981997254575,1.852717611499497,6.147917657682628,2.197224577336219,6.203319637925757,2.1972245773362196,6.203319637925757,2.1972245773362196,23,38
56,57,$FB,,0.0,"[3pm,24pm)",0.0,0.0,,0.158,stocktwits,['BlackBerry Messenger is second only to Facebook in user loyalty'],"BlackBerry Messenger is second only to Facebook in user loyalty, says new study: http://stks.co/b21mi $BBRY $BB.ca $FB",0.16666666666666666,BlackBerry Messenger is 2nd only to Facebok in user loyalty says new study: _url $BBRY $BB a $FB,blackberri messeng is 2nd onli to facebok in user loyalti say new study: _url $BBRY $BB a $FB,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.6000000000000001,0.6000000000000001,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,-0.666251470486472,0.05307591170161241,-0.1909210435263996,0.1111111111111111,0.5555555555555556,0.75,0.375,0.0,0.375,0.0,5.144937067600507,1.383755184312133,7.184148890937482,1.3862943611198906,7.184148890937482,1.3862943611198906,7.184148890937483,1.3862943611198906,6,16
